Wed Apr 25 2018 10:28:26 GMT+0200 (CEST);UL;7076FFFFFE0107CD .Croke Park;010FB950;UnConfUp; major=0  FCtrl:00  FCnt:0  FPort:2  len:15 [MIC Ok]<br>encrypted: 40 50 B9 0F 01 00 00 00 02 4E C5 B9 63 0D 6A;-107;-4;868.1;7
Wed Apr 25 2018 10:28:26 GMT+0200 (CEST);DL;7076FFFFFE0107CD .Croke Park;010FB950;UnConfDwn; major=0  FCtrl:00  FCnt:0  FPort:0  len:31 [MIC Ok]<br>encrypted: 60 50 B9 0F 01 00 00 00 00 4C C1 06 86 66 69 F3 AF 1D FC 7B B5 2A 0C 8A 60 C7 E3 51 A8 94 1D<br>decrypted: 07 03 58 6E 84 50 07 04 58 6E 84 50 07 05 28 76 84 50<br>NewChannelReq(ChIndex:3  Frequency:8679000 [867.9MHz]  MaxDR:5  MinDR:0)  NewChannelReq(ChIndex:4  Frequency:8679000 [867.9MHz]  MaxDR:5  MinDR:0)  NewChannelReq(ChIndex:5  Frequency:8681000 [868.1MHz]  MaxDR:5  MinDR:0);;;868.1;7
MISSING DOWNLINK - MAC ERR (NOT SENT ON SF 10 869.525)


Wed Apr 25 2018 10:28:30 GMT+0200 (CEST);UL;7076FFFFFE018839 .TCD_TEC_V2;010FB950;UnConfUp; major=0  FCtrl:00  FCnt:1  FPort:2  len:15 [MIC Ok]<br>encrypted: 40 50 B9 0F 01 00 01 00 02 15 56 C0 F1 74 8C;-96;7;868.3;7
Wed Apr 25 2018 10:28:30 GMT+0200 (CEST);DL;7076FFFFFE018839 .TCD_TEC_V2;010FB950;ConfDown; major=0  FCtrl:00  FCnt:1  FPort:2  len:64 [MIC Ok]<br>encrypted: A0 50 B9 0F 01 00 01 00 02 A4 28 46 55 1B 51 04 C4 EC 67 46 29 BF 12 43 7C 23 A5 45 64 E5 E1 9A 40 51 71 22 52 85 91 C2 41 EF F5 CC 9B BE 3F 19 5E 75 D3 15 43 94 1F 02 F5 4A DB A2 2A 4E 34 29;;;869.525;10
MISSING DOWNLINK - MAC ERR (NOTE SENT ON SF 10 869.525)


